Customer Review,Emotion
po udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,Fear
"tidak recommended , hanya memikirkan untung , tidak memikirkan keluhan konsumen",Fear
"kurang cocok utk bayi kulit sensitif. bbrp kali pakai, kulit bayi jd beruntusan.",Fear
proses konfirmasi lama.. chat gk di balas..,Fear
"barang penyok gaes. klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. returan sy dari toko sebelah dibalikin lewat toped. mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. untung asuransi mau terima claim. jadi hati2 gaes! nutrilon sudah mulai tidak amanah!",Fear
"hadiah gak di kirim , toko offical tapi gak amanah , kapok dah",Fear
baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,Fear
proses pengiriman lama. bahan tipis,Fear
biasa aja.. harga lebih mahal dri toko sebelah,Fear
"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada... uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah... pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya...",Fear
sangat mengecewakan... mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping.... hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus...,Fear
gak dpat tefal seperti info.. dan gak ada konfirmasi terkait hal ini.. udah beli beberp kali sesuai tp kali ini sama sekali tidak sesuai.. mending official store ecommerce lain.. buruk sangat buruk,Fear
"belanja harus hati2, tidak jelas. sangat kecewa untuk belanja kali ini.",Fear
"paket datang kardus penyok & robek. malu klo buat kado. udah banyak yg gini, kenapa tidak ada perbaikan dr mooimom?",Fear
saya nyesel pake yg same day.. rugi dikirimnya lama,Fear
ini buat kado loh. masa dusnya hancur seperti ini.,Fear
paraahh bgt box hipseat tdk sesuai dgn yg saya pesan. box rusak banget padahal kemasan luar rapih. itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust. bahan nya agak kasar ga lembut. saya khawatir ini gak ori. walopun lg promo tp tolong diberesin dong pengemasan nya. masa salah box gimana sih.,Fear
"kemasannya kurang baikk kotakya gak rapih seperti bekas, pada hal mau buat kado??????",Fear
selang nya bolong ada 2 titik. harusnya sebelum kirim di cek dulu.,Fear
"sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",Fear
"cukup sekali aja beli disini.. barang baru dikirim setelah 3 hari order, di chat gak direspon, packaging terkesan asal.. cukup tau aja..",Fear
"gausah beli ringlight disini, yg dikirim barang rusak. ringlightnya mati packingan tipis buat tripodnya bengkok. pengembalian dana ribet. saya ga terlalu masalah dgn tripodnya tapi ini ringlightnya gabisa dipake sm sekali saya mau kembaliin ringlight aja malah di persulit. nyesel beli disini buang2 duit buang2 waktu",Fear
barang dikirim tidak lengkap. nggak ada phone holdernya. jadi hp gak bisa dipasang. sudah chat tapi respon lambat. seolah sengaja dimepetin dengan durasi waktu selesai otomatis,Fear
"bagi temen mending ga usah beli drone disini, drone yang saya pakai baru dipakai 1 hari terbangnya udah miring, pas take off malah jungkir balik sendiri, baling-baling kadang mati kadang hidup, chat ke penjual cuma diread dan ga direspon, klo ada bintang 0 mah udah tak kasi bintang 0 ni toko. ga niat jualan.",Fear
"sangat kecewa belanja disini, response sangat lambat, order instant courier di kirim besok nya & sore pula aduuuuh... official store tapi pelayanan nya kayak gini, its not recomended deh",Fear
"judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. ini blm pasti dpt right light ya, hati2 kl beli",Fear
"barang yang dikirim kotor dan bekas, double tape sudah terbuka dan ada rambut, deskripsi padahal baru bukan bekas",Fear
"jujur kecewa, 1. pengiriman sangat terlambat. 2. lampu led kualitasnya sangat buruk, pakai kurang lebih 15 menit langsung mati, tak terpakai lagi. 3. akrilik hitam seperti yang dijanjikan tidak ada. 4. ada harga ada rupa.5. it's a negative negative deal afterall.",Fear
"silica gel nya lembab, packing kurang rapat dan rapih. seharusnya di packing dengan rapat",Fear
"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",Fear
"barang oke, tapi seller packingnya asal, kemasannya bocor, silica gelnya jadi keluar semua, apa gunanya lagi silica gelnya ? sudah terkena udara. tida direkomendasikan buat beli disini",Fear
"barang tidak lengkap, sudah coba kirim video unboxing tapi ga bisa2 masuk. sudah minta nomer wa dan email, agar bisa kirim videonya tapi tidak direspon. dan sudah balas email ke tokopedia juga, tapi tidak di balas. percuma barang nya juga tidak bisa di pakai karena tidak lengkap(padahal di gambar tertera free)",Fear
"sepertinya kali ini berlaku prinsip harga sesuai kualitas. waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas. lanjut kemudian tiang penyangga bagian tengah lepas. lanjut penghubung tiang tidak bisa dicantolin. saya coba, masih biaa di pake. ada sedikit harapan, tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. jadi totally ga bisa di pake. yahhh anggap aja hitung2 amal deh. pengalaman aja. untuk tokonya no comment sih, krn ga komunikasi lebih.",Fear
"pengiriman sangat lama padahal didalam jabodetabek. begitu barang sampai ada satu yg cacat. kayak ada bagian belum selesai finishing, alhasil harus motong bagian yg berlebih terus di amplas. perekat 3m nya juga sulit dikelupas. mohon kedepannya sebelum barang dikirim dicek dulu. udh ada 2 barang yg cacat juga ini.",Fear
"produk memang sesuai deskripsi penjual. harga jg terjangkau. pengiriman pun cepat. tapi kualitas produknya berbeda dgn original/bawaan spt tingkat presisi antar bagian maupun finishing nya. agak keras diputar2 utk setting. bautnya pun yg panjang, padahal original nya yg panjang hanya utk kamera saja, sehingga menjadi pemberat di helm.",Fear
"packing kurang aman, handle patah, emang bahan plastiknya ringkih sih, maklum. pengiriman lumayan cepat.",Fear
barang yg dikirim tidak sesuai pesanan (salah warna) harap bisa lebih teliti lg dan merespon komplain dgn lebih tanggap.,Fear
"cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. chat ke penjualnya, bilang nya itu cuma bonusan.. so.. emang klo bonusan harus dkasi yg rusak..",Fear
"saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. tapi kenapa berbeda ya ketika beli barang nya. noise nya masih terdengar meskipun pakai deadcat di indoor. dan ga compatible juga sama splitter jack.",Fear
"saya sudah tulis motif iron cement, tapi ternyata ga ke save. penjual ga tanya motif dulu, malah langsung kirim motif acak. ??",Fear
"miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear
"murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",Fear
keras sekali. sampai tangan sakittt . yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,Fear
"unboxing barang setelah seminggu karena dr luar kota, kecewa bgt sy beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yg dikirim cuma tripod aja, cover plastiknya tidak ada. emang harga murah, gak sebrapa tapi kualitas toko harusnya diutamakan. gak tau gak teliti atau sengaja gak dikirim. yg pasti costumer udah dirugikan. waspada yg belanja online, power negativege gak ngejamin trust seller.",Fear
"barang hilang/tidak sampai tujuan. resi nyangkut di agen kurir. sempat kontak cs, dan cs mau tanyakan ke rekannya dulu, tapi sampai sekarang tidak ada kejelasan. sayang sekali. untung ini barang murah, jadi sy jg tidak rugi2 amat.",Fear
"lehernya patah, seller nya ga bisa ganti rugi. gatau di cek dulu apa ngga sebelum di kirim",Fear
"uda di noted tulung di cek baik baik. mungkin drivernya kali ya yg patahin. 1. j hook patah , 2. 3m rusak kyk keteken kucel mirip duit lama #pdhal pembelian pertama memuaskan knpa yg kedua begini #lain x tulung di cek lebih teliti lagi yah",Fear
"respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. harga sangat tidak sesuai dengan kualitas",Fear
"barang tiba terlepas beberapa bagian, ada jg bagian yg hilang. entah dari toko atau dari jasa pengiriman yg krg baik",Fear
"untuk produk untung datang nya bagus, untuk pengemasan buruk banget, bsa di bilang nggak layak, dan agak penyok kotak nya, kayak bekas pakai",Fear
"barang bagus, pengiriman cepat, sayang packaging seada-adanya. pesanan untuk menambahkan bubble wrap juga tidak diindahkan. respon juga tidak bagus.",Fear
"sangat kecewa, pengiriman lama banget, barang nya juga rusak dan penyok, jangan tergiur sama harga murah ya teman-teman",Fear
"jumlahnya pas 40 pcs, buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety, pouch nya kegunting jadinya :( pengemasan juga agak lama",Fear
barang tidak d kirim komplain tidak d respon,Fear
chat saya di read tapi tidak dibalas... krn foto paket jedai dengan barang yg datang tidak sama.... kecewa... tidak ada pertanggung jawaban setidaknya balas chat itu etikat yang baik ????,Fear
"barangnya sih bagus,,, cuma sellernya aja yg nyebelin... maksudnya pengen ganti alamat doang,,, tp malah ga bisaa",Fear
"kualitas produk bgs sebenarnya, tapi sayangnya isi pensil alisnya patah2, ajukan komplain n seller mau tukarkan, tapi kan repot pembeli hrs krm balik lagi barangnya yg ga seberapa. kalo dituker n dtg brg rusak lg kan apes, bikin kerjaan namanya. saran aja, klo bs gnti lsg ke pembeli tanpa hrs retur2 krn nama brand ini lumayan baik n marketnya bsr. kalo ga bs gnti stdknya kompensasi potongan hrga. klo pembeli hrs krm balik lagi pensil alis rusak yg hrganya 10rban lebih, keknya mending ikhlaskan aja kebetulan dpet brg cacat.",Fear
"pesan godly grey malah datang nya lovely brown , gak teliti banget admin nya",Fear
ada satu yang salah dong pengirimanya gimana kurang teliti,Fear
"kecewa banget pengiriman hanya dibungkus buble wrap doang sehinga ptodak ada yg pecah , dan ada prodak yg bocor tetap dikirim ketika dikomplain disuruh kirim balik bayar ongkosnya rp 10 ribu tapi dikembalikan hanya rp 6 ribu sj , quality kontrolnya jelek , pengemasan nya seadanya sj",Fear
"cepet kelupas , br pake berapa jam doang padahal ?? mnding revlon sklian terjamin bgs",Fear
"ga tahan lama ternyata kalo dipake makan, masih jauh tahan lama merk sebelah",Fear
"maaf bukan ingin menjelekan, tp uang melayang barang tak sampai",Fear
"sedikit sumbut plus deskripsi, yg katanya menaruh akan 7-13 tahun, bumiputra 10 tarikh aja kekecilan. panjangnya jua tidak 78, sahaja 75.",Fear
spray tdk pantas gambar.. semprotannya spt mainan beceng anak2 aja,Fear
"sedikit berkena dekat rupa berada a abnormal keatas gitu, karetnya nyeri kelamaan.",Fear
ngisi powerbanknya kolot bgt. sampe 8 weker lebih. berterima dekat seandainya charge ke hape jg lama. 4 arloji lebih. bertambah durasi dr ngecharge ke elektrik langsung.,Fear
gk pada asih ini sementara itu sya usai kulak,Fear
"zat nan dikirim nista beserta bekas, double tape usai tercingangah selanjutnya jadi rambut, elaborasi sedangkan segar tak loakan",Fear
total harta nan dipesan pula benda nan mencapai bukan sumbut,Fear
"invalid sinkron beserta deskripsi, yg katanya mencantumkan bakal 7-13 tahun, buah hati 10 tarikh aja kekecilan. panjangnya jua enggak 78, sahaja 75.",Fear
kurang lebih tiada cukup,Fear
sesuatu mencapai dg ekspres ttp dlm (pra)-syarat bersimbah dengan aroma apek? cak kok sanggup seperti itu akur sedangkan didalam plastik?????,Fear
"agaknya cak barangkali ini bertindak pedoman derajat sinkron kualitas. durasi memantau permulaan udah feeling ga melamun krn lahir 1 alas penopang yg lepas. sendat sebentar pokok penopang belahan sentral lepas. tinggi makelar rukun tak larat dicantolin. kami coba, lagi biaa pada pake. lahir sekuku harapan, tapi bukan lena setelah mur kepada kaki hape terlepas cukup detik mode menyundak hape. selesai totally ga mampu dalam pake. yahhh rasa aja hitung2 jasa deh. keahlian aja. buat tokonya no comment sih, krn ga koneksi lebih.",Fear
cerita kasta rendah sumbut,Fear
"menjumpai keluaran guna tiba nya bagus, bagi embalase nista banget, bsa pada beberapa nggak layak, lagi lumayan melekuk kubus nya, kayak rongsokan pakai",Fear
"packing sekadar pakai selembar plastik kresek, plano lecap adv belaka",Fear
1 yaum sedang elok hasilnya..3 keadaan kedepan udah gak tampan lagi.. berembun lagi... gak recomended benar-benar,Fear
anyar dibuka ternyata robek.,Fear
wejangan nut slider 4 cak kok semata-mata hingga 2?,Fear
"miniboxnya agaknya ok alat penerangan led bekerja dengan menyala segala , tapi kawat usbnya tekuk siap ga racun terbenam ke hulu charger oke  tak mampu berperan beserta sopan siap ana  pakai tali besi charger hp, p ya komplain tambah harapan bersemayam memindahkan cuming kabelnya tapi ini tambahan pula mengambil burhan unboxing lah ada gua  youtuber hrs wujud film unboxing klo biaya online, fyi betul pak mulai ekspedi ayu bukan siap gelobak klo kesulitan didalemnya cengkok begitulah patik gak tau,",Fear
"enggak  pandai aktif walaupun v berakhir dekat charge, padahl tamat kulak mahal�",Fear
datang supervisor terbatas tali besi satu.. selesai bantu kian ketat juga batin (hati) transmisi nya,Fear
"kemahalan dilihat dr barangnya , mini serta bukan kokoh",Fear
tdk cocok gbr/deskripsi,Fear
"sepan sungguh (-sungguh) aja kulak disini.. sesuatu junior dikirim selepas 3 yaum order, dekat chat gak direspon, packaging terkesan asal.. patut tau aja..",Fear
"bumbu pula konstruksinya tiada kuat, agar patah.",Fear
"seluruh yaum yg lulus aku weling 4 pcs bolt salem tapi semata-mata dikirim 1 bolt salem lagi 3 nya tuna. derajat kelainan 600 rupiahan agaknya tp tak kasus senjang 600 rupiahnya semata-mata makin ke pikulan menghibahkan gawai sebati dgn yg dibeli nasabah aja cak agar nasabah ga rugi. persetujuan kader dikirim salem dipesanan tampaknya ini tp tetep dikirim tuna, klo perlengkapan polos sewajarnya testimoni lain kalau mengalihtugaskan aja. ok makasih deh ka.. mudah-mudahan nasabah parak ga mengalami bagaikan ini.",Fear
warga ga sesuai.,Fear
"luar biasa patah hati sekali. keluaran kakinya goyah tiada datar oglek2. hati2 apabila mengulak sifat putih, lantaran tiada sumbut difoto produk. materi yg mencapai bunga-bunga coklat, tapi pengasong ngotot kenap yg diterima kami itu strata pucat bertemu film selanjutnya tak kepingin menadah komplain. patik jengul review kurang lebih konsumen lainnya agak mengalami peristiwa yg seiring lir saya, dikirimkan bermacam-macam bersalah bermula nan dipesan. walaupun abdi selepas menanya dulu dekat msg menakuk sebelum meruncit maka menoreh catatan a berbarengan order, lancut saja.",Fear
"bayar 10pcs a dekat binasa segenap bentuknya, pula gerai sinambung berdalih, begitulah udah utk ilmu aja utk yg berkenan borong",Fear
"mutu menurun, sambungan departemen sela-sela lancar dedel",Fear
mic tdk berjalan dgn mustajab / seman gak tala,Fear
terkini dipake eh lampunya sesudah mati. pedih dah,Fear
zat dikirim kagak lengkap. nggak lahir phone holdernya. oke  hp gak pandai dipasang. suah chat tapi respon lambat. seolah berencana dimepetin pakai  periode kira-kira berakhir mekanis,Fear
"blok desakan parsel 0 rupiah mengenai tokopedia tapi tambahan pula kagak dalam mengangkut mencapai mayor minggu. sementara itu suplai sedang jadi terlampau jelas sedang tersaji dekat kantin ijo. dicek cukup dikirim serta tampak lembaran resi, tapi tiada valid. boleh nan cacat pada seller maupun ekspedisi. mendongkolkan konsumen terkini nan modern berkas dalam tokopedia. hendaknya kedepannya kagak berlangsung lagi.",Fear
"gerai tdk kooperatif, antaran penjiplakan dekat menunggu cancel tapi adv belaka dikirim. ampun terdesak beta beri peruntungan 1, kwalitas kurang lebih lumrah saja.",Fear
"bayar 10 bungkus, muncul 1 yg tarahan kayu plastik sarung nya beda.. lagi kebuka cabir",Fear
"zat proyek  sampai, doang  tiada cocok oleh yg beta pesan, komplain enggak  ditanggapi dibales doang  sekedarnya, dekat telp enggak  diangkat, dalam wa gak pada bales, dr atas a berlama-lama nunggu tangkisan dr agan ini mujur p ya lego aja tu liquid.. br batang air ini biaya dalam tokopedia nemu seller yg kyak begini.. gak2 lagi2 deh biaya disini sia-sia dalam penjelasan gede2 ditulis jgn datang a abnormal kandungan data soalnya bkl_an dalam berahi random ehhh ini bahkan seller nya singular yg cacat begitu, menunggu ampun biar gak.. membaik dikasih nic 6 pesannya nic. 3 tp buatan sama, lah ini seller keliru ngirim kreasi yg dipesan.. kalo gua  siy getun ruwet n bayaran disini krn benda luput mengantar taunya bakalan terik  pada retur... patik saja lg preinan gara2 seperti ini patik repot ngurusin beginian nunggu2 penyakit  ini lajak kelar.. sorry to say titinada recommended seller",Fear
"ga dikasih resep bekerja gerinda, sesudah chat ke cs ya, dibaca, ditanya berdiri gambar unboxing (saya ga gambar in, soalnya selepas belanja ke 2x, berperan berkeyakinan aja) selepas itu gua  dicuekin. note: residivis batu kisaran oleh-oleh tipis. ga mampu dipakai setingkat sekali.",Fear
geriginya bendonya padi sekali gak kayak dekat gambar...,Fear
peralatan dtang situasi lampu (senter) ksong.. a penting kira-kira tak d mendemonstrasikan dulu?? d goresan corak sensasional cerah.. dtg wrna sensasional gelap. tebeng lcet�.. mna cak bagi cendera mata ultah. ank ga suka...,Fear
exp 26 april 2022 ana  bayar adv habishabis-an tekor  bertambah 48pcs untuk pada lego pula ... klo tau exp depan g pada kebas .?? sesudah ini dpt zonk segitu berlebihan mo dipakai mufrad g n aspiran lindang datang exp,Fear
gawai ga sempat sampe.. katanya dikirim nyusul tapi ditanya no petapa ga dikasih2..,Fear
"jumlahnya bukan sumbut dgn promonya. sesudah sy peroleh & dibuka, jumlahnya namun 4 yg seboleh-bolehnya 5.",Fear
barangku bilamana menjeru ? terowongan akang panjang nunggu . males korok kulak p dan,Fear
"barang jadi nan cacat/bolong pada pabriknya pengepakan invalid aman, bagasi lahir nan selesai oleh bantingan/benturan.",Fear
makin kecil.. ndak membubuhkan dekat motor basuh elextrolux overal bhanya rupawan anti cecair,Fear
"dipakai menurut mindahin silinder udara 12 kg berat  seret, selit belit melaju berkat rodanya tak jalan, nilai kotak buluh udara sangat berat.. titinada recommended utk kupi cak kentut 12 kg.. barangkali menjelang nan lbh halus-halus sanggup laju rodanya berputar..",Fear
exp damping sedangkan udah belanja banter untuk dekat lego lagi... ini kepandaian klo kepentingan terkulai mumer perlu teliti .,Fear
maujud kualitas datang kualitas. ampun luar biasa peka tarahan kayu nya. ga dapat dipasang gelang-gelang perasan nya,Fear
dusnya carik beserta tercongeh kemasannyaa,Fear
gak recomended. kreasi tah ok spt biasa. tp packing hanya pk uang kondangan pucat dibungkus plastik. iya jebol sekotah obatnya. sementara itu bakal stok. najong amat dah. pada chat ga dibales. jera lah gw ongkos disini.,Fear
prosedur pembenaran lama.. chat gk dekat balas..,Fear
alpa supervisor stik bukan berfungsi. seandainya chat pengecer tiada direspon.,Fear
"peranti kw.. menurut original, stadium puncak colokan lightning nya beragam abu, bagi ini wrna putih.. pada diskus usb jg kaya  gbr komoditas yg palsu.. sebelah kidal sama dengan kreasi yg dibeli dalam gerai ini, yg daksina yakni tali besi original detik bayar hp.",Fear
"perintah lalu lakaran truck pemadam cak kenapa dikirim mobilan police, titinada recommended",Fear
tujuan oleh karena plastik dengan bukan energik agak bikin menumpil laptop. ini kah kuatnya bakal gentel gaisss. kian indah tidak bayar nan ini,Fear
"era memahami rancang sketsa minuman mereguk gepuh-gepuh mendekati curiga. tapi lantaran terjual banyak, mantap beli. menurut harganya mahal, gue  akal full mangga. ternyata artificial mangga. juwita desain banget. ga sehat.",Fear
"menjelang perabot pada kepentingan nan patut mahal, p ya berekspektasi kagak datang kubra bubble di perbatasan lobang home button pula kamera. gua  sesudah kalau kaum cak barangkali kepada memperbaikinya, lamun sepatutnya lain lengah cukup pemasangannya.",Fear
knop daksina gabisa diputar,Fear
"derma gak pada mengedrop , warung offical tapi gak mustakim , tobat dah",Fear
"memorynya sdh ke bekerja wktu sya trima. tdk terselip segelan, konteks sdh ramal busam. patik seandainya sdh 3 boleh jadi blm mampu dipakai",Fear
"gak bersegel. dalam packing asing serta lubuk (pinggan) barang nya bukan bersegel. info tentang admin seller selepas chat, rakitan masuk akal bukan bersegel bersama info nya pada permintaan akibat admin pedagang original,, supaya pada menyisipkan kan dekat pemerian mudah-mudahan pemesan siap tau, maka cocok siap opsi maupun bukan nya menurut dalam sampul tokoh nya.",Fear
"bukan bertemu nan diharapkan, jilid tiada agam kuat",Fear
tiada sinkron titipan ... peranti yg mengutus kurang... bakul usul paking sendiri tak tepat,Fear
mic ga berjalan,Fear
mutakhir dipake separo yaum udah musnah aja.,Fear
"pemanfaatan dalam hp samsung: peringkat harapan baik. kelas mic tunggul menuju korup (suara mesti deras setelah itu sanggup tersebar karena seteru bicara). pengguanan pada macbook: tengah terhubung bobot bahana baik, walakin berkelaluan terpotong (tidak tetap koneksinya), sehingga kagak becus  digunakan. bakal temen-temen nan harus connect ke laptop gitu membaik geledah tws beda deh. soalnya koneksinya ke laptop enggak stabil. sekian.",Fear
produk nan berbatas berbededa tambah do lukisan,Fear
depot ini gimana suka pakai 5 9 pada asih 99 udah kepingin hilang nyawa batang air 99 jg bener jualan,Fear
"ini kios gak sadik banget, dalam ket pada perintah pakai karton supaya pengirimannya tersembunyi katanya, semuanya aq include dgn kardus, ttp aja tercabut bersandarkan bawahnya jebol trus yg anehnya serta isyarat uniknya tdk bs dekat masukkan ke akun aq, kayak udh tahu dalam masukkan ke akun lain, ini warung gak ikhlas betul betul selanjutnya iklim persegi tetek apik n lengkap lagi kagak penyok...",Fear
gua microfonnya error :(. nada nging tetap siap gabisa dipakai,Fear
bungkusan hancurrr remuk berantakan... ga beres kepakai... ssmoga kedepannya kian safety p dan packingnya...,Fear
plastik sdh terungkap jam sesuatu hingga (tidak tersegel) lagi meminang nya bermacam-macam sensasional dpt nya ragam kelam,Fear
"buruk, parah, tua pengirimannya. magang dikasih memenggal lidah  yad latex bekas. ????????????????????????????????????????????????????????????",Fear
yg mono- kuasnya diangkat usai seraya kedudukan bias /lepas.. brushnya nyemplung dekat dalam.. minta dicek rujuk sblm dikirim,Fear
ujungnya bompel dapat kebentur berterima ekspedisi. saran: packaging sewajarnya yg bertambah selamat utk kira-kira encer pecah.,Fear
gk dekat kirim.. arta gojek punah dehhh,Fear
"ego nasihat rona mustard tapi kagak sesuai,",Fear
kita  tebak dapet eksekutif a abnormal ternyata segala apa solusinya?,Fear
"ingatan perdana gak baik.. parkiran gojek sebagai terkena sambutan pembeli.. jera ah, kulak ditoko ini lagi. moga-moga lincir aja bos.",Fear
selangnya robek. tasnya jg robel pada siku,Fear
seller lena betul-betul kirim. rodi minggu bikin rabu ki awal sampe selasa g dikirim. pertama dikirim rabunya. kamis lantas sampe udah takik butuhnya. udah request cancel malahan sebelum sekitar dikirim tapi seller g berkenan cancelin argumen gabisa cancel berawal audit sistem.,Fear
"singgah sesuatu butir sanding duga bengkak (muka) lalu terbuka, berkena dobrak sebagian pemisah muncul yg terlekang terhantam gesekan bisa jadi sebab apa. tampak terus unik partisi nan bukan teliti cukup belahan press resin nya. akan tembok penggalan depannya tersedia yg pecak lega butir resinnya. hendaknya kedepannya dapat pada check sedang quality controlnya dalam tingkatkan.",Fear
"pembahasan belaka menurut product melulu  tidak menurut gerai begitulah akibat respon depot sepan baik. buatan ini kekurangannya ialah battery yg enggak  bagus. transmisi perdana battery enggak  mampu charging sy return, tiba product pemangku adv pernah sy pakai 2 surat kabar sehabis itu battery roboh dengan gk kasdu charge. gk larat dipakai lagi. boleh keluaran yg dikirim kesaya bertepatan yg abnormal alias benar product gamesir t4 tidka molek",Fear
agak kagak tahu sampai... terlebih disuruh ngambil sendiri... ngga rekomen sangat,Fear
"mendapatkan benda menggunakan pangkat nan pas mahal, beta berekspektasi tak terlihat minuman bubble sedang tepian lobang home button lagi kamera. patik pernah kalau sejumlah kala menjumpai memperbaikinya, walakin tampaknya lain menyimpang atas pemasangannya.",Fear
komoditas pada mengalihtugaskan enggak  sebati ilustrasi yg pada pesan.,Fear
"pangsa nanti kubus pecak & robek. segok klo bikin kado. udah memunjung yg gini, mengapa tak wujud perubahan dr mooimom?",Fear
"gerai tdk kooperatif, bestelan penjiplakan dekat menawar cancel tapi teguh terus-menerus dikirim. ampun terdesak kami asmara peruntungan 1, kwalitas peralatan mahir saja.",Fear
"besar meringis arti mahal, keong nya luar biasa kecil, bantu tan- datang terjerat tambah ilustrasi !",Fear
respon besar panjang seluruhnya no recomended,Fear
"letih nan dikirim kecil2, diterima byk lewat v berniat seleksi official bersama pangkat garib tau gitu seleksi nan 2500 aj dalam gardu lain, sekelas aja hasilnya",Fear
"pengirimannya sebenarnya cepat, tapi barangnya bruntusan gitu. lawan kami pula kulak rebana pad resep getah kejai melalui langkah kidal tapi alus kok, ini yg hamba belanja lebih lagi bruntusan begitu. ekspetasi ego tadinya tampan malar-malar dapatnya yg jelekkan. tdk pantas positif yg dalam mengekspos akibat penjual.",Fear
kios ini gimana sanggup pakai 5 9 dalam agih 99 udah kepingin gugur mungkin 99 jg bener jualan,Fear
"pengangkutan terlalu kedaluwarsa sementara itu didalam jabodetabek. serupa itu bagasi mencapai terdapat prima yg cacat. kayak wujud ambang belum siap finishing, walhasil kudu motong artikel yg bersisa langsung pada amplas. gam 3m nya pula sengsara dikelupas. harap kedepannya sebelum muatan dikirim dicek dulu. udh hadir 2 bahan yg rempak serta ini.",Fear
jasad pada menyuplai bukan cocok coretan yg dalam pesan.,Fear
"br pakai 15mnt selesei rusak, sementara itu engga terjungkal beserta ga kebanting.",Fear
"petuah untuk toko, bilamana racun transmisi nya nir- lalu antaraja . senyampang dapat disarankan pegiriman nya lampau yg beda aja",Fear
"muatan hilang/tidak datang tujuan. petapa nyangkut dalam biro kurir. luang komunikasi cs, bersama cs solak tanyakan ke rekannya dulu, tapi mencapai waktu ini tiada hadir kejelasan. rindu sekali. langkah baik ini peranti murah, beres sy jg tiada rugi2 amat.",Fear
seller tua sungguh (-sungguh) kirim. rodi minggu untuk rabu dini sampe selasa g dikirim. mutakhir dikirim rabunya. kamis gres sampe udah takik butuhnya. udah request cancel apalagi sebelum kira-kira dikirim tapi seller g kepingin cancelin bukti gabisa cancel semenjak audit sistem.,Fear
harta kagak sinkron plus warna. kawula mesan bolong dekat prihatin bermacam-macam brown. pengangkutan lama. tp harta perfek,Fear
"file cd kosong, tiada rekomendasi",Fear
komoditas enggak  masuk modal gk ulang,Fear
"bayar 2 jerigen cangkang 5 liter, 1 jerigen maujud yg adv minim isinya",Fear
artemia dtg udah byk yg lebur,Fear
"terlalu kagak recomanded, maslahat promo tp lagi konsisten langka bermula warung searah sampai-sampai alas online berlainan nya. official store mempergarahkan martabat ??, kepingin dominasi tokopedia ??",Fear
"modalnya tanpa wujud yg belanja disini. benda rusak, akan memohon tuntutan tpi seller berjibun  alasan, sedangkan etiket agunan blm rusak/damage. harap dipikir adv lagi senyampang sir borong disini??",Fear
